omega GS 1 0.46 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega DNA 0.99 0.353 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega Helitron 1 0.374 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega LINE 1 0.397 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega LTR 0.99 0.367 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega SINE 0.084 -0.187 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega TEs 1 0.476 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev GS 0.93 0.206 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev DNA 0.68 0.0551 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev Helitron 0.4 -0.0405 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev LINE 0.62 0.0379 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev LTR 0.74 0.1 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev SINE 0.32 -0.0717 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev TEs 0.81 0.124 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime GS 0.47 -0.00508 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime DNA 0.73 0.0705 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime Helitron 1 0.328 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime LINE 0.73 0.0809 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime LTR 0.29 -0.0651 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime SINE 0.28 -0.0814 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime TEs 0.54 0.0153 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO GS 0.19 -0.105 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO DNA 0.5 0.00173 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO Helitron 0.006 -0.282 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO LINE 0.21 -0.101 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO LTR 0.69 0.0609 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO SINE 0.78 0.0938 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO TEs 0.29 -0.0628 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega GS 0.94 0.233 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega DNA 0.81 0.13 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega Helitron 0.99 0.323 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega LINE 0.97 0.299 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega LTR 0.87 0.204 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega SINE 0.35 -0.0674 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega TEs 0.97 0.319 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev GS 0.85 0.139 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev DNA 0.65 0.054 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev Helitron 0.42 -0.0258 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev LINE 0.67 0.0569 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev LTR 0.63 0.0531 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev SINE 0.34 -0.0506 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev TEs 0.77 0.101 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime GS 0.67 0.0509 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime DNA 0.52 0.00307 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime Helitron 0.89 0.145 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime LINE 0.74 0.0823 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime LTR 0.63 0.0347 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime SINE 0.28 -0.0699 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime TEs 0.79 0.0938 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO GS 0.36 -0.042 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO DNA 0.57 0.0284 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO Helitron 0.74 0.0755 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO LINE 0.59 0.0281 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO LTR 0.43 -0.0163 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO SINE 0.44 -0.0154 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO TEs 0.54 0.00815 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega GS 0.98 0.308 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega DNA 0.61 0.0397 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega Helitron 0.98 0.27 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega LINE 0.96 0.252 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega LTR 0.99 0.333 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega SINE 0.21 -0.115 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega TEs 0.99 0.357 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev GS 0.85 0.157 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev DNA 0.68 0.0611 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev Helitron 0.4 -0.0333 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev LINE 0.63 0.0457 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev LTR 0.65 0.0621 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev SINE 0.35 -0.0525 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev TEs 0.75 0.0989 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime GS 0.58 0.0161 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime DNA 0.71 0.064 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime Helitron 0.65 0.0452 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime LINE 0.58 0.0223 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime LTR 0.64 0.0442 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime SINE 0.56 0.0153 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime TEs 0.76 0.0814 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO GS 0.64 0.0413 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO DNA 0.27 -0.0692 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO Helitron 0.62 0.0286 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO LINE 0.35 -0.0428 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO LTR 0.24 -0.082 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO SINE 0.52 0.00675 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO TEs 0.23 -0.0838 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega GS 0.99 0.315 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
omega DNA 0.71 0.079 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
omega Helitron 0.96 0.245 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
