omega GS 1 0.475 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega DNA 0.99 0.371 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega Helitron 0.99 0.371 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega LINE 1 0.405 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega LTR 0.99 0.401 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega SINE 0.091 -0.179 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega TEs 1 0.501 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev GS 0.91 0.202 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev DNA 0.69 0.0654 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev Helitron 0.42 -0.0324 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev LINE 0.61 0.0447 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev LTR 0.76 0.102 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev SINE 0.32 -0.0684 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
Dev TEs 0.82 0.129 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime GS 0.54 0.00831 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime DNA 0.72 0.0729 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime Helitron 1 0.315 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime LINE 0.7 0.0711 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime LTR 0.31 -0.0608 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime SINE 0.25 -0.0838 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
ENCprime TEs 0.54 0.0139 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO GS 0.19 -0.11 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO DNA 0.52 0.00664 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO Helitron 0.008 -0.278 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO LINE 0.2 -0.0966 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO LTR 0.68 0.0567 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO SINE 0.78 0.0979 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
SCUO TEs 0.31 -0.0612 Aln0 0.309160305343511 0.515895066820657 0.456837590669382
omega GS 0.94 0.24 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega DNA 0.81 0.128 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega Helitron 0.99 0.33 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega LINE 0.97 0.298 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega LTR 0.84 0.182 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega SINE 0.36 -0.0574 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega TEs 0.97 0.307 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev GS 0.84 0.142 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev DNA 0.72 0.0766 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev Helitron 0.5 -0.00445 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev LINE 0.67 0.0667 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev LTR 0.61 0.0436 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev SINE 0.34 -0.0477 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
Dev TEs 0.76 0.104 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime GS 0.66 0.0517 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime DNA 0.5 0.00395 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime Helitron 0.9 0.149 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime LINE 0.73 0.0802 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime LTR 0.58 0.0226 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime SINE 0.29 -0.0667 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
ENCprime TEs 0.78 0.0861 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO GS 0.29 -0.0633 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO DNA 0.53 0.0136 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO Helitron 0.71 0.0696 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO LINE 0.51 0.00584 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO LTR 0.4 -0.0282 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO SINE 0.43 -0.0186 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
SCUO TEs 0.45 -0.0125 Aln1 0.699174793698425 0.702830188679245 0.700856544672104
omega GS 0.99 0.312 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega DNA 0.57 0.0217 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega Helitron 0.98 0.263 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega LINE 0.96 0.254 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega LTR 0.99 0.327 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega SINE 0.18 -0.13 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega TEs 0.99 0.352 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev GS 0.87 0.164 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev DNA 0.72 0.0769 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev Helitron 0.44 -0.0236 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev LINE 0.68 0.0618 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev LTR 0.65 0.0629 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev SINE 0.35 -0.0587 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
Dev TEs 0.77 0.107 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime GS 0.55 0.0132 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime DNA 0.69 0.0586 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime Helitron 0.66 0.0388 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime LINE 0.55 0.0128 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime LTR 0.65 0.0446 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime SINE 0.53 0.0105 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
ENCprime TEs 0.74 0.0771 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO GS 0.61 0.0347 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO DNA 0.27 -0.0737 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO Helitron 0.58 0.0258 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO LINE 0.36 -0.0433 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO LTR 0.24 -0.0826 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO SINE 0.49 0.000432 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
SCUO TEs 0.23 -0.0844 Aln10 0.614583333333333 0.623848634988196 0.619814879974979
omega GS 0.98 0.304 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
omega DNA 0.68 0.0738 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
omega Helitron 0.96 0.248 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
omega LINE 0.99 0.322 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
omega LTR 0.98 0.308 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
omega SINE 0.3 -0.0794 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
omega TEs 1 0.374 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
Dev GS 0.81 0.115 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
Dev DNA 0.6 0.0296 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
Dev Helitron 0.37 -0.0483 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
Dev LINE 0.58 0.0253 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
Dev LTR 0.57 0.0261 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
Dev SINE 0.25 -0.0786 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
Dev TEs 0.65 0.0521 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
ENCprime GS 0.86 0.125 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
ENCprime DNA 0.49 -0.000902 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
ENCprime Helitron 0.75 0.0756 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
ENCprime LINE 0.87 0.138 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
ENCprime LTR 0.69 0.0612 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
ENCprime SINE 0.32 -0.0551 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
ENCprime TEs 0.81 0.108 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
SCUO GS 0.42 -0.0179 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
SCUO DNA 0.3 -0.0601 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
SCUO Helitron 0.58 0.0236 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
SCUO LINE 0.57 0.0202 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
SCUO LTR 0.74 0.0782 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
SCUO SINE 0.35 -0.0417 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
SCUO TEs 0.55 0.0179 Aln11 0.637860082304527 0.64242053789731 0.640232237895756
omega GS 0.99 0.346 Aln12 0.657536764705883 0.662830476658304 0.660724477682676
omega DNA 0.94 0.235 Aln12 0.657536764705883 0.662830476658304 0.660724477682676
omega Helitron 0.97 0.278 Aln12 0.657536764705883 0.662830476658304 0.660724477682676
omega LINE 0.98 0.318 Aln12 0.657536764705883 0.662830476658304 0.660724477682676
omega LTR 0.95 0.283 Aln12 0.657536764705883 0.662830476658304 0.660724477682676
omega SINE 0.41 -0.0346 Aln12 0.657536764705883 0.662830476658304 0.660724477682676
omega TEs 0.99 0.401 Aln12 0.657536764705883 0.662830476658304 0.660724477682676
